,Country,% Stimulants (kg),% Stimulants (kcal),% Confirmed,% Deaths,% Recovered,% Active,Population
48,Finland,0.545,0.5993,0.854801953336951,0.0124434798336046,0.560680050642069,0.281678422861277,5529000.0
49,France,0.2925,0.4356,5.1990545118571,0.121558361564521,0.367876501385895,4.70961964890668,64940000.0
50,Gabon,0.0212,0.1702,0.51353653070372,0.0031824294038547,0.483953384132676,0.0264007171671896,2231000.0
51,Gambia,0.2719,0.0787,0.175299958626396,0.0055440628878775,0.160777823748448,0.0089780719900703,2417000.0
52,Georgia,0.2397,0.8361,7.04226110363392,0.0879946164199192,6.80524899057873,0.149017496635262,3715000.0
53,Germany,0.3493,0.4218,2.74310084033613,0.073890756302521,2.45136614645858,0.21784393757503,83300000.0
54,Ghana,0.0053,0.0,0.225424001544749,0.0014449843915939,0.204363917227175,0.0196150999259808,31073000.0
55,Greece,0.256,0.4919,1.52535514018692,0.0556168224299065,0.876299065420561,0.593439252336449,10700000.0
56,Grenada,0.1104,0.3122,0.130973451327434,0.0008849557522123,0.129203539823009,0.0008849557522123,113000.0
57,Guatemala,0.2872,0.1766,0.901898594044061,0.0324034097199159,0.824294254400531,0.0452009299236134,18066000.0
58,Guinea,0.1196,0.0894,0.116759554140127,0.0006687898089171,0.114012738853503,0.002078025477707,12560000.0
59,Guinea-Bissau,0.0167,0.0666,0.143850544888428,0.0023871302542812,0.125947067981318,0.0155163466528282,1927000.0
60,Guyana,0.0742,0.2773,1.00876747141042,0.0228716645489199,0.884625158831004,0.101270648030496,787000.0
61,Haiti,0.3801,0.2079,0.103113215820398,0.0021485573971761,0.0802946593001842,0.0206699991230378,11403000.0
62,Honduras,0.4686,0.2351,1.5602696674777,0.0376115166261152,0.626368613138686,0.896289537712895,9864000.0
63,Hungary,0.1031,0.426,3.84073922391727,0.13336746186137,2.84579707177229,0.861574690283608,9767000.0
64,Iceland,0.4626,0.9374,1.63614130434783,0.0078804347826087,1.61929347826087,0.0089673913043478,368000.0
65,India,0.0753,0.0199,0.77325641025641,0.0110703521177059,0.751560674237554,0.0106253839011499,1400100000.0
66,Indonesia,0.0406,0.1383,0.422099882607944,0.0115526295452622,0.345619877897541,0.0649273751651401,271739000.0
67,Iran (Islamic Republic of),0.1299,0.0481,1.73424836601307,0.0694141414141414,1.4823220439691,0.182512180629828,84150000.0
68,Iraq,0.1783,0.2592,1.57939836375079,0.0330044052863436,1.50828697293896,0.0381069855254877,39725000.0
69,Ireland,0.1855,0.7129,4.04853088147112,0.0734359384369378,0.466999800119928,3.50809514291425,5003000.0
70,Israel,0.2619,0.4985,7.43905164930556,0.0550238715277778,6.60963541666667,0.774392361111111,9216000.0
71,Italy,0.2946,0.1562,4.353685153244,0.150927093007828,3.49452865861749,0.708229401618681,60296000.0
72,Jamaica,0.1677,0.1633,0.599537201851193,0.0127091491634033,0.435208259166963,0.151619793520826,2809000.0
73,Japan,0.3731,0.4079,0.32082053236165,0.0050592615526288,0.284769820667318,0.0309914501417038,125967000.0
74,Jordan,0.3742,0.3316,3.12627586852702,0.0409120704185785,2.9917595280457,0.09360427006274,10679000.0
75,Kazakhstan,0.1319,0.485,1.29940209267564,0.0166506512919069,1.13776425368354,0.144987187700192,18732000.0
76,Kenya,0.223,0.0706,0.189975340008967,0.0033178897025855,0.157491406366761,0.0291660439396204,53528000.0
77,"Korea, South",0.0945,0.1187,0.156227187578455,0.0028408103358374,0.136855217164597,0.0165311600780209,51781000.0
78,Kuwait,0.2696,0.6096,3.6247282029418,0.0205499893412918,3.4340865487103,0.170091664890215,4691000.0
79,Kyrgyzstan,0.0608,0.6077,1.28892932969366,0.0215802244464665,1.23660903851987,0.0307400667273279,6594000.0
80,Lao People's Democratic Republic,0.9869,0.4102,0.0006213753106876,0.0,0.0005661419497376,5.52333609500138e-05,7242000.0
81,Latvia,0.1963,0.9626,3.74973711882229,0.0697686645636172,3.12297581493165,0.556992639327024,1902000.0
82,Lebanon,0.3647,0.3821,4.65693772893773,0.0521904761904762,2.94706227106227,1.65768498168498,6825000.0
83,Lesotho,0.0363,0.0438,0.437908496732026,0.0085434173669467,0.126330532212885,0.303034547152194,2142000.0
84,Liberia,0.0132,0.0469,0.0386714116251483,0.0016607354685646,0.034994068801898,0.0020166073546856,5058000.0
85,Lithuania,0.2164,0.234,6.66707229778096,0.104760200429492,4.93962061560487,1.6226914817466,2794000.0
86,Luxembourg,1.2823,2.009,8.1506329113924,0.0933544303797468,7.66155063291139,0.395727848101266,632000.0
87,Madagascar,0.2085,0.0788,0.0688490845401033,0.0010147701419233,0.0657794951428262,0.0020548192553537,27691000.0
88,Malawi,0.0389,0.0189,0.140486147412441,0.0043753267119707,0.0593204391008887,0.0767903815995818,19130000.0
89,Malaysia,0.1012,0.0172,0.72822976724322,0.002614319270309,0.57036087977792,0.155254568194991,32781000.0
90,Maldives,0.396,0.6439,3.07874306839187,0.0099815157116451,2.690573012939,0.37818853974122,541000.0
91,Mali,0.0614,0.0171,0.0402943064540023,0.00166905338008,0.0298948200088884,0.0087304330650338,20251000.0
92,Malta,0.2101,1.127,3.55862068965517,0.053448275862069,3.04521072796935,0.459961685823755,522000.0
93,Mauritania,0.3677,0.1056,0.361118279569893,0.0091397849462365,0.343763440860215,0.0082150537634408,4650000.0
94,Mauritius,0.1625,0.3997,0.0461660079051383,0.000790513833992,0.0426877470355731,0.0026877470355731,1265000.0
95,Mexico,0.0248,0.0767,1.50719919869788,0.129731125579066,1.15980499561788,0.217663077500939,127792000.0
96,Mongolia,0.1401,0.7804,0.0601904195180006,5.9506099375186e-05,0.0431121689973222,0.0170187444213032,3361000.0
97,Montenegro,0.2605,1.2355,10.4081993569132,0.134405144694534,9.03987138263666,1.23392282958199,622000.0
98,Morocco,0.2042,0.0888,1.32111148197597,0.0233116377392078,1.26257510013351,0.0352247441032488,35952000.0
99,Mozambique,0.105,0.0434,0.141538856446127,0.0014470897773214,0.0859590579477636,0.0541327087210422,31166000.0
100,Namibia,0.0888,0.2056,1.37127115308933,0.0146005509641873,1.31282959464778,0.0438410074773711,2541000.0
101,Nepal,0.0319,0.0698,0.906140818775837,0.0067842378983864,0.892825710094679,0.006530870782771,29996000.0
102,Netherlands,0.2904,0.1231,5.81529169290662,0.0828304803343448,0.0760634339039331,5.65639777866835,17467000.0
103,New Zealand,0.2374,0.1267,0.0465209544816523,0.0005013033888109,0.0446962101463806,0.0013234409464608,4987000.0
104,Nicaragua,0.005,0.1141,0.0954972710733778,0.0025773195876288,0.0640539721043056,0.0288659793814433,6596000.0
105,Niger,0.0349,0.0194,0.0190086402910414,0.0006821282401091,0.0163297366571582,0.001996775393774,24189000.0
106,Nigeria,0.0064,0.0203,0.0675472979528476,0.0007989715727175,0.0546022120888716,0.0121461142912584,206140000.0
107,North Macedonia,0.2474,0.7669,4.54802884615385,0.140192307692308,4.02572115384615,0.382115384615385,2080000.0
108,Norway,0.4819,0.9901,1.2001670688695,0.0108037868943753,0.334100612585855,0.85526266938927,5387000.0
109,Oman,0.1395,0.3753,2.86528750265224,0.0325058349246764,2.70031826861871,0.132463399108848,4713000.0
110,Pakistan,0.5258,0.1289,0.250961346972029,0.0054164026432515,0.230941432063004,0.0146035122657735,220940000.0
111,Panama,0.1195,0.3521,7.62232080317535,0.127363997198226,6.77385010506654,0.721106700910577,4283000.0
112,Paraguay,1.0112,0.4745,1.89666436940041,0.0386905582356995,1.56259131633356,0.295382494831151,7255000.0
113,Peru,0.2501,0.1806,3.57374177431148,0.127751035827443,3.31051364854984,0.135477089934194,32824000.0
114,Philippines,0.5399,0.2244,0.488698770772305,0.0101386189211633,0.445757019921337,0.0328031319298054,109581000.0
115,Poland,0.1509,0.0851,4.0281745204337,0.101631567973311,3.39233475813178,0.534208194328607,38368000.0
116,Portugal,0.2684,0.7161,7.42960507069722,0.136070209653827,5.84683568990736,1.44669917113603,10255000.0
117,Republic of Moldova,0.083,0.3132,4.64619519094767,0.0998585572842998,4.33369165487977,0.212644978783593,3535000.0
118,Romania,0.1398,0.3831,3.86332830933943,0.0977547944493529,3.58335845330284,0.182215061587236,19241000.0
119,Russian Federation,0.1809,0.2083,2.66310441413997,0.0511200616084998,2.31614224475748,0.295842107773984,146733000.0
120,Rwanda,0.011,0.0226,0.12613495985176,0.0016754169240271,0.0930126621371217,0.0314468807906115,12952000.0
121,Saint Kitts and Nevis,0.0749,0.0994,0.0740740740740741,0.0,0.0666666666666667,0.0074074074074074,54000.0
122,Saint Lucia,0.0602,0.3571,0.996153846153846,0.0098901098901098,0.480769230769231,0.505494505494506,182000.0
123,Saint Vincent and the Grenadines,0.2933,0.5405,1.08288288288288,0.0027027027027027,0.361261261261261,0.718918918918919,111000.0
124,Samoa,0.1344,0.2857,0.001,0.0,0.001,0.0,200000.0
125,Sao Tome and Principe,0.0073,0.0207,0.643333333333333,0.0085714285714285,0.504761904761905,0.13,210000.0
126,Saudi Arabia,0.205,0.5008,1.05579464056391,0.0182557575411661,1.03089809080791,0.006640792214834,35041000.0
127,Senegal,0.1161,0.0957,0.17014452938366,0.0040312947921643,0.139106545628285,0.0270066889632107,16744000.0
128,Serbia,0.243,0.5884,5.84090843754492,0.0591059364668679,0.0,5.78180250107805,6957000.0
129,Sierra Leone,0.0762,0.0408,0.0472859470979065,0.0009903472483389,0.0307383728218629,0.0155572270277047,7977000.0
130,Slovakia,0.2513,0.5959,4.7926400585866,0.094013181984621,4.36142438667155,0.337202489930428,5462000.0
131,Slovenia,0.2615,1.1264,8.2359010936757,0.171754636233952,7.31293390394674,0.751212553495007,2103000.0
132,Solomon Islands,0.0856,0.2282,0.0023776223776223,0.0,0.0013986013986014,0.0009790209790209,715000.0
133,South Africa,0.1321,0.1169,2.47148990407191,0.0774468370564164,2.24809988595962,0.14594318105588,59628000.0
134,Spain,0.2229,0.3517,6.17611000314894,0.128867429411147,0.31568384591162,5.73155872782618,47635000.0
135,Sri Lanka,0.2818,0.0957,0.312604275880932,0.0016000364680676,0.285335278296941,0.0256689611159229,21937000.0
136,Sudan,0.1502,0.0617,0.0675819288923351,0.0041756938584688,0.0497023877397432,0.013703847294123,43849000.0
137,Suriname,0.0903,0.3156,1.4297520661157,0.0264462809917355,1.31801652892562,0.0852892561983471,605000.0
138,Sweden,0.5533,0.3261,5.66697504095596,0.11674857858726,0.0,5.5502264623687,10377000.0
139,Switzerland,0.3727,0.2051,6.16021542738013,0.111257817929117,3.67848042622191,2.37047718322909,8634000.0
140,Taiwan*,0.1374,0.2688,0.0039135959339263,3.81194409148666e-05,0.0035705209656925,0.0003049555273189,23610000.0
141,Tajikistan,0.0555,0.3566,0.141139039134585,0.0009545020680878,0.140184537066497,0.0,9429000.0
142,Thailand,0.1262,0.0707,0.0351264015390627,0.0001187362852075,0.0254636727086903,0.0095439925451648,66534000.0
143,Timor-Leste,1.0136,0.3039,0.0060698027314112,0.0,0.004628224582701,0.0014415781487101,1318000.0
144,Togo,0.0843,0.0618,0.0656601038772799,0.0009542215243386,0.0547771469984298,0.0099287353545114,8279000.0
145,Trinidad and Tobago,0.0899,0.1808,0.556026296566837,0.0098612125639152,0.529948867786706,0.0162162162162162,1369000.0
146,Tunisia,0.1979,0.1587,1.81721587088097,0.0602051109616678,1.45330363147276,0.303707128446537,11896000.0
147,Turkey,0.2002,0.0989,3.01513787214732,0.0318676331848526,2.88105019286576,0.102220046096708,83737000.0
148,Uganda,0.013,0.0233,0.0870575632364837,0.0007148947333901,0.0313701055945432,0.0549725629085503,45741000.0
149,Ukraine,0.0883,0.1812,3.07592273445354,0.0592058020967974,2.65338216286084,0.363334769495907,41778000.0
150,United Arab Emirates,0.1649,0.104,3.30744528533442,0.0093475148292084,3.07916751892002,0.218930251585191,9778000.0
151,United Kingdom,0.2461,0.7585,5.86848272781417,0.167220071471114,0.0151608100059559,5.68610184633711,67160000.0
152,United Republic of Tanzania,0.03,0.0209,0.0008521110255465,3.51558576355175e-05,0.0003063581879666,0.0005105969799444,59734000.0
153,United States of America,0.2458,0.292,8.15992184989602,0.140103007778633,0.0,8.01981884211739,329878000.0
154,Uruguay,0.6169,0.4758,1.26910223732654,0.0136222033418295,1.08946474086661,0.166015293118097,3531000.0
155,Uzbekistan,0.0644,0.0662,0.231301574296249,0.0018171709486744,0.226751331421549,0.0027330719260256,34174000.0
156,Vanuatu,0.0305,0.1144,0.0003115264797507,0.0,0.0003115264797507,0.0,321000.0
157,Venezuela (Bolivarian Republic of),0.1479,0.0667,0.452585093384535,0.0042869610752312,0.424398673415954,0.0238994588933496,28645000.0
158,Vietnam,0.288,0.1021,0.0020632165389932,3.63791329293517e-05,0.0015258447754368,0.000500992630627,96209000.0
159,Yemen,0.2199,0.1212,0.0071313618990142,0.002061959364313,0.0047877690605512,0.00028163347415,29826000.0
160,Zambia,0.0618,0.0248,0.334132941688425,0.0045637510879025,0.290524369016536,0.0390448215839861,18384000.0
161,Zimbabwe,0.1494,0.046,0.232032564085313,0.0088542017089416,0.190964139137455,0.0322142232389154,14863000.0
